target_id	name	fam	tdl	idg2	protein_id	sym	family	geneid	uniprot	up_version	stringid	chr	description	dtoid
124	ATP-binding cassette sub-family A member 3	Transporter	Tbio	0	124	ABCA3	Belongs to the ABC transporter superfamily. ABCA family.	21	Q99758	2	ENSP00000301732	16p13.3	ATP-binding cassette sub-family A member 3	None
125	ATP-binding cassette sub-family A member 7	Transporter	Tbio	0	125	ABCA7	Belongs to the ABC transporter superfamily. ABCA family.	10347	Q8IZY2	3	ENSP00000263094	19p13.3	ATP-binding cassette sub-family A member 7	None
126	ATP-binding cassette sub-family A member 8	Transporter	Tbio	0	126	ABCA8	Belongs to the ABC transporter superfamily. ABCA family.	10351	O94911	3	ENSP00000269080	17q24.2	ATP-binding cassette sub-family A member 8	None
127	ATP-binding cassette sub-family A member 9	Transporter	Tdark	0	127	ABCA9	Belongs to the ABC transporter superfamily. ABCA family.	10350	Q8IUA7	1	ENSP00000342216	17q24.2	ATP-binding cassette sub-family A member 9	None
128	ATP-binding cassette sub-family A member 10	Transporter	Tdark	0	128	ABCA10	Belongs to the ABC transporter superfamily. ABCA family.	10349	Q8WWZ4	3	ENSP00000269081	17q24.3	ATP-binding cassette sub-family A member 10	None
129	ATP-binding cassette sub-family A member 12	Transporter	Tbio	0	129	ABCA12	Belongs to the ABC transporter superfamily. ABCA family.	26154	Q86UK0	3	ENSP00000272895	2q35	ATP-binding cassette sub-family A member 12	None
130	ATP-binding cassette sub-family A member 13	Transporter	Tbio	0	130	ABCA13	Belongs to the ABC transporter superfamily.	154664	Q86UQ4	3	ENSP00000411096	7p12.3	ATP-binding cassette sub-family A member 13	None
131	ATP-binding cassette sub-family B member 8, mitochondrial	Transporter	Tbio	0	131	ABCB8	Belongs to the ABC transporter superfamily. ABCB family. Multidrug resistance exporter (TC 3.A.1.201) subfamily.	11194	Q9NUT2	3	ENSP00000351717	7q36.1	ATP-binding cassette sub-family B member 8, mitochondrial	None
132	Bile salt export pump	Transporter	Tchem	0	132	ABCB11	Belongs to the ABC transporter superfamily. ABCB family. Multidrug resistance exporter (TC 3.A.1.201) subfamily.	8647	O95342	2	ENSP00000263817	2q31.1	Bile salt export pump	None
133	ATP-binding cassette sub-family D member 2	Transporter	Tbio	0	133	ABCD2	Belongs to the ABC transporter superfamily. ABCD family. Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily.	225	Q9UBJ2	1	ENSP00000310688	12q12	ATP-binding cassette sub-family D member 2	None
134	ATP-binding cassette sub-family E member 1	Transporter	Tbio	0	134	ABCE1	Belongs to the ABC transporter superfamily. ABCE family.	6059	P61221	1	ENSP00000296577	4q31.21	ATP-binding cassette sub-family E member 1	None
135	ATP-binding cassette sub-family G member 1	Transporter	Tbio	0	135	ABCG1	Belongs to the ABC transporter superfamily. ABCG family. Eye pigment precursor importer (TC 3.A.1.204) subfamily.	9619	P45844	3	ENSP00000354995	21q22.3	ATP-binding cassette sub-family G member 1	None
136	Abelson tyrosine-protein kinase 2	Kinase	Tchem	0	136	ABL2	Belongs to the protein kinase superfamily. Tyr protein kinase family. ABL subfamily.	27	P42684	1	ENSP00000427562	1q25.2	Abelson tyrosine-protein kinase 2	DTO_03100007
137	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Enzyme	Tbio	0	137	ACADS	Belongs to the acyl-CoA dehydrogenase family.	35	P16219	1	ENSP00000242592	12q24.31	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	None
138	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	None	Tbio	0	138	ACAP1	None	9744	Q15027	1	ENSP00000158762	17p13.1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	None
139	Acetyl-coenzyme A transporter 1	Transporter	Tchem	0	139	SLC33A1	Belongs to the SLC33A transporter family.	9197	O00400	1	ENSP00000352456	3q25.31	Acetyl-coenzyme A transporter 1	None
140	Long-chain-fatty-acid--CoA ligase ACSBG1	Enzyme	Tbio	0	140	ACSBG1	Belongs to the ATP-dependent AMP-binding enzyme family. Bubblegum subfamily.	23205	Q96GR2	2	ENSP00000258873	15q25.1	Long-chain-fatty-acid--CoA ligase ACSBG1	None
141	Adrenocortical dysplasia protein homolog	None	Tbio	0	141	ACD	None	65057	Q96AP0	3	ENSP00000377496	16q22.1	Adrenocortical dysplasia protein homolog	None
142	Alkaline ceramidase 1	Enzyme	Tbio	0	142	ACER1	Belongs to the alkaline ceramidase family.	125981	Q8TDN7	1	ENSP00000301452	19p13.3	Alkaline ceramidase 1	None
143	Alkaline ceramidase 3	Enzyme	Tbio	0	143	ACER3	Belongs to the alkaline ceramidase family.	55331	Q9NUN7	3	ENSP00000434480	11q13.5	Alkaline ceramidase 3	None
144	Acetylcholinesterase	Enzyme	Tclin	0	144	ACHE	Belongs to the type-B carboxylesterase/lipase family.	43	P22303	1	ENSP00000303211	7q22.1	Acetylcholinesterase	None
145	Neuronal acetylcholine receptor subunit alpha-2	IC	Tchem	2	145	CHRNA2	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-2/CHRNA2 sub-subfamily.	1135	Q15822	2	ENSP00000385026	8p21.2	Neuronal acetylcholine receptor subunit alpha-2	DTO_01100007
146	Neuronal acetylcholine receptor subunit alpha-5	IC	Tbio	0	146	CHRNA5	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-5/CHRNA5 sub-subfamily.	1138	P30532	2	ENSP00000299565	15q25.1	Neuronal acetylcholine receptor subunit alpha-5	DTO_01100010
147	Neuronal acetylcholine receptor subunit beta-2	IC	Tclin	2	147	CHRNB2	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Beta-2/CHRNB2 sub-subfamily.	1141	P17787	1	ENSP00000357461	1q21.3	Neuronal acetylcholine receptor subunit beta-2	DTO_01100015
148	Apoptotic chromatin condensation inducer in the nucleus	None	Tbio	0	148	ACIN1	None	22985	Q9UKV3	2	ENSP00000262710	14q11.2	Apoptotic chromatin condensation inducer in the nucleus	None
149	Actin-like protein 7A	None	Tbio	0	149	ACTL7A	Belongs to the actin family.	10881	Q9Y615	1	ENSP00000334300	9q31.3	Actin-like protein 7A	None
150	Muscarinic acetylcholine receptor M2	GPCR	Tclin	0	150	CHRM2	Belongs to the G-protein coupled receptor 1 family. Muscarinic acetylcholine receptor subfamily. CHRM2 sub-subfamily.	1129	P08172	1	ENSP00000319984	7q33	Muscarinic acetylcholine receptor M2	DTO_02100022
151	Muscarinic acetylcholine receptor M4	GPCR	Tclin	0	151	CHRM4	Belongs to the G-protein coupled receptor 1 family. Muscarinic acetylcholine receptor subfamily. CHRM4 sub-subfamily.	1132	P08173	2	ENSP00000409378	11p11.2	Muscarinic acetylcholine receptor M4	DTO_02100024
152	Cytoplasmic aconitate hydratase	Enzyme	Tbio	0	152	ACO1	Belongs to the aconitase/IPM isomerase family.	48	P21399	3	ENSP00000309477	9p21.1	Cytoplasmic aconitate hydratase	None
153	Acyl-CoA desaturase	Enzyme	Tchem	0	153	SCD	Belongs to the fatty acid desaturase type 1 family.	6319	O00767	2	ENSP00000359380	10q24.31	Acyl-CoA desaturase	None
154	Acyl-coenzyme A thioesterase 4	Enzyme	Tbio	0	154	ACOT4	Belongs to the C/M/P thioester hydrolase family.	122970	Q8N9L9	2	ENSP00000323071	14q24.3	Acyl-coenzyme A thioesterase 4	None
155	Acyl carrier protein, mitochondrial	None	Tclin	0	155	NDUFAB1	Belongs to the acyl carrier protein (ACP) family.	4706	O14561	3	ENSP00000007516	16p12.2	Acyl carrier protein, mitochondrial	None
156	Acrosin	Enzyme	Tchem	0	156	ACR	Belongs to the peptidase S1 family.	49	P10323	4	ENSP00000216139	22q13.33	Acrosin	None
157	Acyl-CoA synthetase family member 4	Enzyme	Tdark	0	157	AASDH	Belongs to the ATP-dependent AMP-binding enzyme family.	132949	Q4L235	3	ENSP00000205214	4q12	Acyl-CoA synthetase family member 4	None
158	Actin, aortic smooth muscle	None	Tbio	0	158	ACTA2	Belongs to the actin family.	59	P62736	1	ENSP00000224784	10q23.31	Actin, aortic smooth muscle	None
159	Actin, alpha skeletal muscle	None	Tbio	0	159	ACTA1	Belongs to the actin family.	58	P68133	1	ENSP00000355645	1q42.13	Actin, alpha skeletal muscle	None
160	Actin-related protein T1	None	Tdark	0	160	ACTRT1	Belongs to the actin family.	139741	Q8TDG2	2	ENSP00000360165	Xq25	Actin-related protein T1	None
161	Actin-related protein T2	None	Tdark	0	161	ACTRT2	Belongs to the actin family.	140625	Q8TDY3	2	ENSP00000367658	1p36.32	Actin-related protein T2	None
162	Actin-related protein T3	None	Tdark	0	162	ACTRT3	Belongs to the actin family.	84517	Q9BYD9	1	ENSP00000333037	3q26.2	Actin-related protein T3	None
163	Alpha-centractin	None	Tbio	0	163	ACTR1A	Belongs to the actin family. ARP1 subfamily.	10121	P61163	1	ENSP00000358921	10q24.32	Alpha-centractin	None
164	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	Enzyme	Tbio	0	164	PPP2R5D	Belongs to the phosphatase 2A regulatory subunit B56 family.	5528	Q14738	1	ENSP00000417963	6p21.1	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	None
165	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	Enzyme	Tbio	0	165	PPP2R5E	Belongs to the phosphatase 2A regulatory subunit B56 family.	5529	Q16537	1	ENSP00000337641	14q23.2	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	None
166	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	Enzyme	Tbio	0	166	PPP2R5C	Belongs to the phosphatase 2A regulatory subunit B56 family.	5527	Q13362	3	ENSP00000412324	14q32.31	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	None
167	HLA class II histocompatibility antigen, DRB1-3 chain	None	Tbio	0	167	HLA-DRB1	Belongs to the MHC class II family.	3123	P01912	2	None	6p21.32	HLA class II histocompatibility antigen, DRB1-3 chain	None
168	HLA class II histocompatibility antigen, DRB1-8 beta chain	None	Tbio	0	168	HLA-DRB1	Belongs to the MHC class II family.	3123	Q30134	2	None	6p21.32	HLA class II histocompatibility antigen, DRB1-8 beta chain	None
169	HLA class II histocompatibility antigen, DRB1-9 beta chain	None	Tbio	0	169	HLA-DRB1	Belongs to the MHC class II family.	3123	Q9TQE0	1	None	6p21.32	HLA class II histocompatibility antigen, DRB1-9 beta chain	None
170	HLA class II histocompatibility antigen, DRB1-12 beta chain	None	Tbio	0	170	HLA-DRB1	Belongs to the MHC class II family.	3123	Q95IE3	1	None	6p21.32	HLA class II histocompatibility antigen, DRB1-12 beta chain	None
171	HLA class II histocompatibility antigen, DRB1-13 beta chain	None	Tbio	0	171	HLA-DRB1	Belongs to the MHC class II family.	3123	Q5Y7A7	1	None	6p21.32	HLA class II histocompatibility antigen, DRB1-13 beta chain	None
172	Autophagy-related protein 16-2	None	Tbio	0	172	ATG16L2	Belongs to the WD repeat ATG16 family.	89849	Q8NAA4	2	ENSP00000326340	11q13.4	Autophagy-related protein 16-2	None
173	Alpha-1B-glycoprotein	None	Tbio	0	173	A1BG	None	1	P04217	4	ENSP00000263100	19q13.43	Alpha-1B-glycoprotein	None
174	APOBEC1 complementation factor	None	Tbio	0	174	A1CF	None	29974	Q9NQ94	1	ENSP00000282641	10q11.23	APOBEC1 complementation factor	None
175	Putative ankyrin repeat domain-containing protein 20A12 pseudogene	None	Tdark	0	175	ANKRD20A12P	None	100874392	Q8NF67	3	None	4	Putative ankyrin repeat domain-containing protein 20A12 pseudogene	None
176	Ankyrin repeat domain-containing protein 20A2	None	Tdark	0	176	ANKRD20A2	None	441430	Q5SQ80	1	ENSP00000366826	9p11.2	Ankyrin repeat domain-containing protein 20A2	None
177	Ataxin-7-like protein 3B	None	Tdark	0	177	ATXN7L3B	Belongs to the SGF11 family.	552889	Q96GX2	2	ENSP00000430000	12q21.1	Ataxin-7-like protein 3B	None
178	Arylacetamide deacetylase	Enzyme	Tbio	0	178	AADAC	Belongs to the 'GDXG' lipolytic enzyme family.	13	P22760	5	ENSP00000232892	3q25.1	Arylacetamide deacetylase	None
179	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Enzyme	Tchem	0	179	AADAT	Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.	51166	Q8N5Z0	2	ENSP00000226840	4q33	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	None
180	AP2-associated protein kinase 1	Kinase	Tchem	0	180	AAK1	Belongs to the protein kinase superfamily. Ser/Thr protein kinase family.	22848	Q2M2I8	3	ENSP00000386456	2p13.3	AP2-associated protein kinase 1	DTO_03100001
181	Alanine and arginine-rich domain-containing protein	None	Tdark	0	181	AARD	None	441376	Q4LEZ3	1	ENSP00000367528	8q24.11	Alanine and arginine-rich domain-containing protein	None
182	Alanyl-tRNA editing protein Aarsd1	None	Tdark	0	182	AARSD1	Belongs to the class-II aminoacyl-tRNA synthetase family. Alax-L subfamily.	80755	Q9BTE6	2	ENSP00000402835	17q21.31	Alanyl-tRNA editing protein Aarsd1	None
183	DNA dC->dU-editing enzyme APOBEC-3A	None	Tbio	0	183	APOBEC3A	Belongs to the cytidine and deoxycytidylate deaminase family.	200315	P31941	3	ENSP00000249116	22q13.1	DNA dC->dU-editing enzyme APOBEC-3A	None
184	DNA dC->dU-editing enzyme APOBEC-3D	None	Tbio	0	184	APOBEC3D	Belongs to the cytidine and deoxycytidylate deaminase family.	140564	Q96AK3	1	ENSP00000216099	22q13.1	DNA dC->dU-editing enzyme APOBEC-3D	None
185	ATP-binding cassette sub-family A member 1	Transporter	Tclin	0	185	ABCA1	Belongs to the ABC transporter superfamily. ABCA family.	19	O95477	3	ENSP00000363868	9q31.1	ATP-binding cassette sub-family A member 1	None
186	ATP-binding cassette sub-family B member 10, mitochondrial	Transporter	Tbio	0	186	ABCB10	Belongs to the ABC transporter superfamily. ABCB family. Mitochondrial peptide exporter (TC 3.A.1.212) subfamily.	23456	Q9NRK6	2	ENSP00000355637	1q42.13	ATP-binding cassette sub-family B member 10, mitochondrial	None
187	ATP-binding cassette sub-family C member 8	Transporter	Tclin	0	187	ABCC8	Belongs to the ABC transporter superfamily. ABCC family. Conjugate transporter (TC 3.A.1.208) subfamily.	6833	Q09428	6	ENSP00000374467	11p15.1	ATP-binding cassette sub-family C member 8	None
188	ATP-binding cassette sub-family G member 8	Transporter	Tbio	0	188	ABCG8	Belongs to the ABC transporter superfamily. ABCG family. Eye pigment precursor importer (TC 3.A.1.204) subfamily.	64241	Q9H221	1	ENSP00000272286	2p21	ATP-binding cassette sub-family G member 8	None
189	Protein ABHD4	Enzyme	Tdark	0	189	ABHD4	Belongs to the peptidase S33 family. ABHD4/ABHD5 subfamily.	63874	Q8TB40	1	ENSP00000414558	14q11.2	Protein ABHD4	None
190	Protein ABHD13	Enzyme	Tdark	0	190	ABHD13	Belongs to the serine esterase family.	84945	Q7L211	1	ENSP00000365063	13q33.3	Protein ABHD13	None
191	Active breakpoint cluster region-related protein	None	Tbio	0	191	ABR	None	29	Q12979	2	ENSP00000303909	17p13.3	Active breakpoint cluster region-related protein	None
192	Ankyrin repeat and BTB/POZ domain-containing protein 1	None	Tbio	0	192	ABTB1	None	80325	Q969K4	1	ENSP00000232744	3q21.3	Ankyrin repeat and BTB/POZ domain-containing protein 1	None
193	Atypical chemokine receptor 1	GPCR	Tbio	0	193	ACKR1	Belongs to the G-protein coupled receptor 1 family. Atypical chemokine receptor subfamily.	2532	Q16570	3	ENSP00000357103	1q23.2	Atypical chemokine receptor 1	DTO_02100017
194	Atypical chemokine receptor 4	GPCR	Tbio	0	194	ACKR4	Belongs to the G-protein coupled receptor 1 family. Atypical chemokine receptor subfamily.	51554	Q9NPB9	1	ENSP00000249887	3q22.1	Atypical chemokine receptor 4	DTO_02100020
195	Acrosin-binding protein	None	Tbio	0	195	ACRBP	None	84519	Q8NEB7	1	ENSP00000229243	12p13.31	Acrosin-binding protein	None
196	Acyl-coenzyme A synthetase ACSM2B, mitochondrial	Enzyme	Tdark	0	196	ACSM2B	Belongs to the ATP-dependent AMP-binding enzyme family.	348158	Q68CK6	2	ENSP00000327453	16p12.3	Acyl-coenzyme A synthetase ACSM2B, mitochondrial	None
197	Acetyl-coenzyme A synthetase, cytoplasmic	Enzyme	Tbio	0	197	ACSS2	Belongs to the ATP-dependent AMP-binding enzyme family.	55902	Q9NR19	1	ENSP00000253382	20q11.22	Acetyl-coenzyme A synthetase, cytoplasmic	None
198	Long-chain-fatty-acid--CoA ligase 3	Enzyme	Tbio	0	198	ACSL3	Belongs to the ATP-dependent AMP-binding enzyme family.	2181	O95573	3	ENSP00000350012	2q36.1	Long-chain-fatty-acid--CoA ligase 3	None
199	Long-chain-fatty-acid--CoA ligase 4	Enzyme	Tbio	0	199	ACSL4	Belongs to the ATP-dependent AMP-binding enzyme family.	2182	O60488	2	ENSP00000339787	Xq23	Long-chain-fatty-acid--CoA ligase 4	None
200	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Enzyme	Tdark	0	200	ACSM5	Belongs to the ATP-dependent AMP-binding enzyme family.	54988	Q6NUN0	2	ENSP00000327916	16p12.3	Acyl-coenzyme A synthetase ACSM5, mitochondrial	None
201	Actin, cytoplasmic 1	None	Tbio	0	201	ACTB	Belongs to the actin family.	60	P60709	1	ENSP00000349960	7p22.1	Actin, cytoplasmic 1	None
202	Actin, alpha cardiac muscle 1	None	Tbio	0	202	ACTC1	Belongs to the actin family.	70	P68032	1	ENSP00000290378	15q14	Actin, alpha cardiac muscle 1	None
203	Actin, cytoplasmic 2	None	Tbio	0	203	ACTG1	Belongs to the actin family.	71	P63261	1	ENSP00000331514	17q25.3	Actin, cytoplasmic 2	None
204	Adrenocorticotropic hormone receptor	GPCR	Tclin	0	204	MC2R	Belongs to the G-protein coupled receptor 1 family.	4158	Q01718	1	ENSP00000333821	18p11.2	Adrenocorticotropic hormone receptor	DTO_02100026
205	Actin, gamma-enteric smooth muscle	None	Tbio	0	205	ACTG2	Belongs to the actin family.	72	P63267	1	ENSP00000295137	2p13.1	Actin, gamma-enteric smooth muscle	None
206	Actin-like protein 9	None	Tdark	0	206	ACTL9	Belongs to the actin family.	284382	Q8TC94	3	ENSP00000316674	19p13.2	Actin-like protein 9	None
207	Alpha-actinin-4	None	Tbio	0	207	ACTN4	Belongs to the alpha-actinin family.	81	O43707	2	ENSP00000252699	19q13.2	Alpha-actinin-4	None
208	Adenosine deaminase 2	Enzyme	Tbio	0	208	ADA2	Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family. ADGF subfamily.	51816	Q9NZK5	2	ENSP00000262607	22q11.1	Adenosine deaminase 2	None
209	Putative disintegrin and metalloproteinase domain-containing protein 5	Enzyme	Tdark	0	209	ADAM5	None	255926	Q6NVV9	2	None	8p11.22	Putative disintegrin and metalloproteinase domain-containing protein 5	None
210	Disintegrin and metalloproteinase domain-containing protein 7	Enzyme	Tdark	0	210	ADAM7	None	8756	Q9H2U9	3	ENSP00000175238	8p21.2	Disintegrin and metalloproteinase domain-containing protein 7	None
211	Disintegrin and metalloproteinase domain-containing protein 9	Enzyme	Tchem	0	211	ADAM9	None	8754	Q13443	1	ENSP00000419446	8p11.22	Disintegrin and metalloproteinase domain-containing protein 9	None
212	Arf-GAP with dual PH domain-containing protein 1	None	Tbio	0	212	ADAP1	None	11033	O75689	2	ENSP00000265846	7p22.3	Arf-GAP with dual PH domain-containing protein 1	None
213	Putative uncharacterized protein ADARB2-AS1	None	Tdark	0	213	ADARB2-AS1	None	642394	A8MUL3	2	None	10p15.3	Putative uncharacterized protein ADARB2-AS1	None
214	Alkyldihydroxyacetonephosphate synthase, peroxisomal	Enzyme	Tbio	0	214	AGPS	Belongs to the FAD-binding oxidoreductase/transferase type 4 family.	8540	O00116	1	ENSP00000264167	2q31.2	Alkyldihydroxyacetonephosphate synthase, peroxisomal	None
215	Neuronal acetylcholine receptor subunit alpha-3	IC	Tclin	0	215	CHRNA3	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-3/CHRNA3 sub-subfamily.	1136	P32297	4	ENSP00000315602	15q25.1	Neuronal acetylcholine receptor subunit alpha-3	DTO_01100008
216	Neuronal acetylcholine receptor subunit alpha-9	IC	Tchem	2	216	CHRNA9	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-9/CHRNA9 sub-subfamily.	55584	Q9UGM1	2	ENSP00000312663	4p14	Neuronal acetylcholine receptor subunit alpha-9	DTO_01100013
217	Acetylcholine receptor subunit delta	IC	Tclin	1	217	CHRND	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Delta/CHRND sub-subfamily.	1144	Q07001	1	ENSP00000258385	2q37.1	Acetylcholine receptor subunit delta	DTO_01100019
218	Acetylcholine receptor subunit epsilon	IC	Tclin	0	218	CHRNE	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Epsilon/CHRNE sub-subfamily.	1145	Q04844	2	ENSP00000293780	17p13.2	Acetylcholine receptor subunit epsilon	DTO_01100020
219	Acetylcholine receptor subunit gamma	IC	Tclin	0	219	CHRNG	Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Gamma/CHRNG sub-subfamily.	1146	P07510	2	ENSP00000374145	2q37.1	Acetylcholine receptor subunit gamma	DTO_01100021
